,epoch,train_accuracy,val_accuracy,train_uar,val_uar
72,72,0.9733333333333334,0.48364485981308414,0.9733333333333333,0.5083971529941156
73,73,0.9941666666666666,0.5700934579439252,0.9941666666666666,0.4905752422983731
74,74,0.9925,0.5630841121495327,0.9924999999999999,0.48830044998269295
75,75,0.995,0.5654205607476636,0.9949999999999999,0.49390684492904124
76,76,0.9891666666666666,0.5677570093457944,0.9891666666666666,0.5135038075458636
77,77,0.985,0.5373831775700935,0.9849999999999999,0.4675936742817584
78,78,0.9875,0.5093457943925234,0.9875,0.5068525008653513
79,79,0.9941666666666666,0.5934579439252337,0.9941666666666666,0.5041601765316719
80,80,0.9941666666666666,0.5373831775700935,0.9941666666666666,0.426812911041883
81,81,0.9933333333333333,0.5700934579439252,0.9933333333333333,0.49495932848736585
82,82,0.99,0.5700934579439252,0.9900000000000001,0.5304192627206645
83,83,0.9933333333333333,0.46261682242990654,0.9933333333333334,0.4729696694357909
84,84,0.9916666666666667,0.5560747663551402,0.9916666666666667,0.45733601592246453
85,85,0.9958333333333333,0.5584112149532711,0.9958333333333333,0.4724115178262374
86,86,0.9958333333333333,0.5490654205607477,0.9958333333333333,0.4781661041883004
87,87,0.9883333333333333,0.544392523364486,0.9883333333333333,0.5806042315680167
88,88,0.9866666666666667,0.544392523364486,0.9866666666666666,0.4953390013845621
89,89,0.9866666666666667,0.5490654205607477,0.9866666666666667,0.5372555382485289
90,90,0.9908333333333333,0.5257009345794392,0.9908333333333333,0.45184968847352025
91,91,0.995,0.5654205607476636,0.9950000000000001,0.46452275874004845
92,92,0.9925,0.5911214953271028,0.9924999999999999,0.5359996971270335
93,93,0.9908333333333333,0.5,0.9908333333333333,0.5102706386292835
94,94,0.9825,0.4929906542056075,0.9825,0.4950761509172724
95,95,0.9883333333333333,0.4462616822429907,0.9883333333333333,0.5020000432675666
96,96,0.9791666666666666,0.5771028037383178,0.9791666666666667,0.5740318881966079
97,97,0.9933333333333333,0.5817757009345794,0.9933333333333333,0.5143237279335411
98,98,0.9925,0.544392523364486,0.9924999999999999,0.5171599169262721
99,99,0.9916666666666667,0.5537383177570093,0.9916666666666667,0.4348466164762894
100,100,0.9941666666666666,0.5514018691588785,0.9941666666666666,0.49365048459674626
101,101,0.9916666666666667,0.5280373831775701,0.9916666666666667,0.5360007788161993
102,102,0.9941666666666666,0.5560747663551402,0.9941666666666666,0.4981167791623399
103,103,0.9958333333333333,0.5257009345794392,0.9958333333333333,0.5084869331948771
104,104,0.9958333333333333,0.5350467289719626,0.9958333333333333,0.49306420906888193
105,105,0.995,0.5350467289719626,0.9950000000000001,0.49644989615784
106,106,0.98,0.5654205607476636,0.98,0.5076399705780547
107,107,0.9783333333333334,0.5373831775700935,0.9783333333333333,0.5234131619937694
108,108,0.96,0.48364485981308414,0.9600000000000001,0.5303338092765664
109,109,0.9916666666666667,0.5233644859813084,0.9916666666666666,0.5381349515403253
110,110,0.9908333333333333,0.5070093457943925,0.9908333333333333,0.5196456386292835
111,111,0.9875,0.5233644859813084,0.9875,0.4724158445829006
112,112,0.9908333333333333,0.5514018691588785,0.9908333333333333,0.47553327275874
113,113,0.995,0.5677570093457944,0.9949999999999999,0.470132398753894
114,114,0.9933333333333333,0.5677570093457944,0.9933333333333333,0.48973260643821387
115,115,0.9941666666666666,0.5420560747663551,0.9941666666666666,0.5143280546902042
116,116,0.9891666666666666,0.5584112149532711,0.9891666666666667,0.4588298286604361
117,117,0.9916666666666667,0.48598130841121495,0.9916666666666667,0.49627682589131183
118,118,0.9908333333333333,0.5700934579439252,0.9908333333333332,0.4326864832121841
119,119,0.9916666666666667,0.544392523364486,0.9916666666666666,0.5369624004845968
120,120,0.9958333333333333,0.514018691588785,0.9958333333333333,0.5263910522672205
121,121,0.995,0.5677570093457944,0.9949999999999999,0.5406152647975078
122,122,0.9941666666666666,0.5841121495327103,0.9941666666666666,0.5127433800623054
123,123,0.9883333333333333,0.5654205607476636,0.9883333333333333,0.46428803219106957
124,124,0.9958333333333333,0.5771028037383178,0.9958333333333333,0.4927094150224991
125,125,0.995,0.5747663551401869,0.9950000000000001,0.47089174454828664
126,126,0.995,0.5560747663551402,0.995,0.4885935877466251
127,127,0.9766666666666667,0.5560747663551402,0.9766666666666666,0.4555890879196953
128,128,0.9875,0.5747663551401869,0.9874999999999999,0.49504586362062997
129,129,0.99,0.572429906542056,0.99,0.4374221183800623
130,130,0.9933333333333333,0.5186915887850467,0.9933333333333333,0.4742860851505711
131,131,0.9966666666666667,0.5537383177570093,0.9966666666666666,0.4894686742817584
132,132,0.9966666666666667,0.5397196261682243,0.9966666666666666,0.4908435012114919
133,133,0.9941666666666666,0.530373831775701,0.9941666666666666,0.4851181204569055
134,134,0.99,0.5514018691588785,0.99,0.49446391484942886
135,135,0.9966666666666667,0.5070093457943925,0.9966666666666666,0.47130603149878847
136,136,0.9966666666666667,0.5420560747663551,0.9966666666666666,0.49317994980962265
137,137,0.9958333333333333,0.5514018691588785,0.9958333333333333,0.49484358774662507
138,138,0.9966666666666667,0.5397196261682243,0.9966666666666666,0.4609315507095881
139,139,0.995,0.49065420560747663,0.995,0.5387179820006923
140,140,0.9916666666666667,0.5093457943925234,0.9916666666666666,0.45632030979577703
141,141,0.9933333333333333,0.4719626168224299,0.9933333333333333,0.5460788767739702
142,142,0.9841666666666666,0.6098130841121495,0.9841666666666666,0.5533467462789893
143,143,0.98,0.5467289719626168,0.98,0.49162880754586363
144,144,0.9933333333333333,0.5817757009345794,0.9933333333333333,0.5038389148494288
145,145,0.9925,0.5630841121495327,0.9924999999999999,0.5451691761855313
146,146,0.995,0.6074766355140186,0.995,0.5367557978539287
147,147,0.9966666666666667,0.5560747663551402,0.9966666666666666,0.5033435012114919
148,148,0.9966666666666667,0.5537383177570093,0.9966666666666666,0.5018821391484942
149,149,0.9966666666666667,0.5467289719626168,0.9966666666666666,0.502934622706819
150,150,0.9966666666666667,0.5560747663551402,0.9966666666666666,0.48870932848736587
151,151,0.9966666666666667,0.5537383177570093,0.9966666666666666,0.4901414849428868
152,152,0.995,0.5046728971962616,0.9950000000000001,0.4822830131533402
153,153,0.9883333333333333,0.5350467289719626,0.9883333333333334,0.5152291017653167
154,154,0.9875,0.5584112149532711,0.9874999999999999,0.4812911041883004
155,155,0.9933333333333333,0.4976635514018692,0.9933333333333334,0.4347059968847352
156,156,0.9883333333333333,0.5911214953271028,0.9883333333333333,0.46470015576323986
157,157,0.9883333333333333,0.5560747663551402,0.9883333333333333,0.41250432675666315
158,158,0.995,0.5023364485981309,0.9949999999999999,0.4861457251644168
159,159,0.995,0.4766355140186916,0.995,0.5062381014191762
160,160,0.9941666666666666,0.5584112149532711,0.9941666666666666,0.4634453963309103
161,161,0.995,0.5841121495327103,0.995,0.512924022152994
162,162,0.9925,0.4953271028037383,0.9925,0.4881565853236414
163,163,0.9966666666666667,0.5467289719626168,0.9966666666666666,0.46239291277258565
164,164,0.9966666666666667,0.5210280373831776,0.9966666666666666,0.49327081169954995
165,165,0.9966666666666667,0.5327102803738317,0.9966666666666666,0.44659051574939423
166,166,0.9966666666666667,0.5490654205607477,0.9966666666666666,0.4660457770854967
167,167,0.9941666666666666,0.5280373831775701,0.9941666666666666,0.47112755278643126
168,168,0.995,0.48364485981308414,0.995,0.46207489615784003
169,169,0.9966666666666667,0.5630841121495327,0.9966666666666666,0.5020011249567324
170,170,0.9966666666666667,0.5607476635514018,0.9966666666666666,0.5140057113187954
171,171,0.9958333333333333,0.544392523364486,0.9958333333333333,0.49791125822083765
172,172,0.9916666666666667,0.5420560747663551,0.9916666666666667,0.4615178262374524
173,173,0.9708333333333333,0.49065420560747663,0.9708333333333334,0.4896731135340948
174,174,0.9908333333333333,0.4953271028037383,0.9908333333333333,0.45009951540325366
175,175,0.9941666666666666,0.5677570093457944,0.9941666666666668,0.46752877293181033
176,176,0.9891666666666666,0.544392523364486,0.9891666666666666,0.5080488490827276
177,177,0.9866666666666667,0.5257009345794392,0.9866666666666667,0.489209068881966
178,178,0.995,0.514018691588785,0.995,0.47276306680512287
179,179,0.9933333333333333,0.5467289719626168,0.9933333333333333,0.47647001557632396
180,180,0.99,0.5046728971962616,0.9900000000000001,0.4846486673589477
181,181,0.9933333333333333,0.5841121495327103,0.9933333333333333,0.5079871928002769
182,182,0.995,0.4602803738317757,0.995,0.5040790498442368
183,183,0.9958333333333333,0.5654205607476636,0.9958333333333333,0.5206645898234683
184,184,0.9958333333333333,0.514018691588785,0.9958333333333333,0.47691134475597086
185,185,0.9966666666666667,0.4742990654205608,0.9966666666666666,0.5048091900311527
186,186,0.9966666666666667,0.5514018691588785,0.9966666666666666,0.5059146763586015
187,187,0.9958333333333333,0.5514018691588785,0.9958333333333333,0.4902572256836275
188,188,0.9966666666666667,0.572429906542056,0.9966666666666666,0.5036647628937349
189,189,0.9966666666666667,0.5630841121495327,0.9966666666666666,0.501328314295604
190,190,0.9966666666666667,0.5070093457943925,0.9966666666666666,0.4792769989615784
191,191,0.9966666666666667,0.5210280373831776,0.9966666666666666,0.4617817583939079
192,192,0.9966666666666667,0.5233644859813084,0.9966666666666666,0.521717073381793
193,193,0.9875,0.5186915887850467,0.9875,0.5030254845967463
194,194,0.995,0.5514018691588785,0.995,0.5526815074420214
195,195,0.9958333333333333,0.5654205607476636,0.9958333333333333,0.46323879370024224
196,196,0.9866666666666667,0.47897196261682246,0.9866666666666666,0.5119959328487366
197,197,0.9783333333333334,0.441588785046729,0.9783333333333334,0.4560574593284874
198,198,0.9875,0.4602803738317757,0.9875,0.47992493077189335
199,199,0.9941666666666666,0.5537383177570093,0.9941666666666666,0.4674454828660436
200,200,0.995,0.5420560747663551,0.9950000000000001,0.5086892090688819
201,201,0.9958333333333333,0.5514018691588785,0.9958333333333333,0.49773710626514356
202,202,0.9966666666666667,0.5327102803738317,0.9966666666666666,0.4646136206299758
203,203,0.9966666666666667,0.5327102803738317,0.9966666666666666,0.48316134475597095
204,204,0.9966666666666667,0.5163551401869159,0.9966666666666666,0.48462270681896846
205,205,0.9958333333333333,0.5841121495327103,0.9958333333333333,0.5020552094150226
206,206,0.9925,0.5537383177570093,0.9924999999999999,0.48430036344755967
207,207,0.9908333333333333,0.5677570093457944,0.9908333333333333,0.5602987625475943
208,208,0.9883333333333333,0.5327102803738317,0.9883333333333333,0.5246365524402907
209,209,0.9916666666666667,0.4719626168224299,0.9916666666666667,0.4639743423329872
210,210,0.9925,0.5490654205607477,0.9925,0.5142956040152302
211,211,0.9966666666666667,0.5514018691588785,0.9966666666666666,0.5005981741086881
212,212,0.9975,0.5490654205607477,0.9975,0.4803868120456905
213,213,0.9966666666666667,0.5163551401869159,0.9966666666666666,0.5025300709588092
214,214,0.9908333333333333,0.530373831775701,0.9908333333333333,0.43160587573554865
215,215,0.9966666666666667,0.5350467289719626,0.9966666666666666,0.4654313776393216
216,216,0.9975,0.5350467289719626,0.9975,0.43762439425406713
217,217,0.9975,0.5327102803738317,0.9975,0.46294998269297327
218,218,0.9975,0.5257009345794392,0.9975,0.44939749913464866
219,219,0.9975,0.5514018691588785,0.9975,0.44489767220491516
220,220,0.9966666666666667,0.5373831775700935,0.9966666666666666,0.5293419003115265
221,221,0.9975,0.5373831775700935,0.9975,0.5152940031152647
222,222,0.9975,0.5630841121495327,0.9975,0.482050449982693
223,223,0.9975,0.5771028037383178,0.9975,0.4849115178262374
224,224,0.9975,0.5700934579439252,0.9975,0.543096659743856
225,225,0.9975,0.5537383177570093,0.9975,0.5141506576670128
226,226,0.9916666666666667,0.572429906542056,0.9916666666666667,0.4777323468328141
227,227,0.9916666666666667,0.5490654205607477,0.9916666666666667,0.5274976202838353
228,228,0.9816666666666667,0.5350467289719626,0.9816666666666666,0.48675255278643126
229,229,0.9958333333333333,0.5794392523364486,0.9958333333333333,0.49621408791969535
230,230,0.9883333333333333,0.5163551401869159,0.9883333333333333,0.453162859120803
231,231,0.9966666666666667,0.5327102803738317,0.9966666666666667,0.5166937088958117
232,232,0.9966666666666667,0.5677570093457944,0.9966666666666666,0.5079871928002768
233,233,0.9975,0.5700934579439252,0.9975,0.5273526739356179
234,234,0.9941666666666666,0.530373831775701,0.9941666666666666,0.5102987625475943
235,235,0.9808333333333333,0.544392523364486,0.9808333333333333,0.4170333592938733
236,236,0.995,0.514018691588785,0.9949999999999999,0.5018540152301835
237,237,0.9925,0.530373831775701,0.9924999999999999,0.4812045690550363
238,238,0.9916666666666667,0.5771028037383178,0.9916666666666667,0.4567248615437868
239,239,0.9966666666666667,0.5630841121495327,0.9966666666666666,0.4582727587400484
240,240,0.9958333333333333,0.5023364485981309,0.9958333333333332,0.4931518258913119
241,241,0.9966666666666667,0.5280373831775701,0.9966666666666666,0.47822451540325367
242,242,0.9933333333333333,0.544392523364486,0.9933333333333333,0.42281282450674973
243,243,0.9941666666666666,0.5210280373831776,0.9941666666666666,0.4294468241606092
244,244,0.9983333333333333,0.5163551401869159,0.9983333333333333,0.4615178262374524
245,245,0.9983333333333333,0.5233644859813084,0.9983333333333333,0.45497468847352024
246,246,0.9983333333333333,0.5116822429906542,0.9983333333333333,0.4351722049151955
247,247,0.9983333333333333,0.5350467289719626,0.9983333333333333,0.4758296555901696
248,248,0.9966666666666667,0.5257009345794392,0.9966666666666666,0.45342679127725855
249,249,0.9983333333333333,0.5186915887850467,0.9983333333333333,0.4803002769124264
250,250,0.995,0.5163551401869159,0.9949999999999999,0.5104437088958117
251,251,0.9975,0.5233644859813084,0.9974999999999999,0.45556096400138457
252,252,0.9925,0.5537383177570093,0.9925,0.5260395032883349
253,253,0.985,0.5046728971962616,0.9849999999999999,0.47632939598476975
254,254,0.9966666666666667,0.5537383177570093,0.9966666666666666,0.4919825199030806
255,255,0.9958333333333333,0.5397196261682243,0.9958333333333333,0.48824312045690543
256,256,0.9983333333333333,0.5350467289719626,0.9983333333333333,0.4641182069920387
257,257,0.9983333333333333,0.5584112149532711,0.9983333333333333,0.47828184492904113
258,258,0.9983333333333333,0.544392523364486,0.9983333333333333,0.48692994980962273
259,259,0.9983333333333333,0.5420560747663551,0.9983333333333333,0.4757139148494288
260,260,0.9983333333333333,0.5233644859813084,0.9983333333333333,0.4968912253374871
261,261,0.9983333333333333,0.49065420560747663,0.9983333333333333,0.48705001730702663
262,262,0.9983333333333333,0.5654205607476636,0.9983333333333333,0.4631230529595015
263,263,0.9941666666666666,0.4742990654205608,0.9941666666666666,0.4639451367255105
264,264,0.9958333333333333,0.5420560747663551,0.9958333333333333,0.47582965559016954
265,265,0.9983333333333333,0.5257009345794392,0.9983333333333333,0.48970448251990306
266,266,0.9983333333333333,0.5257009345794392,0.9983333333333333,0.44624329352717196
267,267,0.9825,0.4976635514018692,0.9825,0.42217679127725855
268,268,0.9858333333333333,0.5093457943925234,0.9858333333333333,0.4101105486327449
269,269,0.9883333333333333,0.4719626168224299,0.9883333333333334,0.47112538940809967
270,270,0.9916666666666667,0.5490654205607477,0.9916666666666667,0.492568795430945
271,271,0.9941666666666666,0.5420560747663551,0.9941666666666666,0.4638542748355833
272,272,0.9941666666666666,0.5327102803738317,0.9941666666666666,0.46166601765316717
273,273,0.9983333333333333,0.5186915887850467,0.9983333333333333,0.48777691242644516
274,274,0.9983333333333333,0.5327102803738317,0.9983333333333333,0.48436201973001036
275,275,0.9966666666666667,0.5537383177570093,0.9966666666666666,0.5197895032883351
276,276,0.9966666666666667,0.5560747663551402,0.9966666666666666,0.4934114312911042
277,277,0.9958333333333333,0.5677570093457944,0.9958333333333333,0.4756814641744548
278,278,0.9966666666666667,0.5397196261682243,0.9966666666666666,0.48225705261336105
279,279,0.9983333333333333,0.5537383177570093,0.9983333333333333,0.4953714520595362
280,280,0.9958333333333333,0.5373831775700935,0.9958333333333333,0.5131025008653514
281,281,0.9983333333333333,0.5397196261682243,0.9983333333333333,0.5035208982346833
282,282,0.9916666666666667,0.45093457943925236,0.9916666666666667,0.4172659224645206
283,283,0.9958333333333333,0.5700934579439252,0.9958333333333332,0.5154054170993423
284,284,0.9983333333333333,0.5397196261682243,0.9983333333333333,0.4955456040152302
285,285,0.9983333333333333,0.5186915887850467,0.9983333333333333,0.4826659311180339
286,286,0.9983333333333333,0.5280373831775701,0.9983333333333333,0.49087270681896855
287,287,0.9958333333333333,0.5677570093457944,0.9958333333333333,0.47962746625129804
288,288,0.9975,0.5257009345794392,0.9974999999999999,0.5124870197300104
289,289,0.9983333333333333,0.5233644859813084,0.9983333333333333,0.4724731741086881
290,290,0.9966666666666667,0.514018691588785,0.9966666666666666,0.4826659311180339
291,291,0.9975,0.5116822429906542,0.9974999999999999,0.493733774662513
292,292,0.9966666666666667,0.5747663551401869,0.9966666666666666,0.5227079006576669
293,293,0.9958333333333333,0.602803738317757,0.9958333333333333,0.5130105572862582
294,294,0.9941666666666666,0.5023364485981309,0.9941666666666666,0.4618650484596746
295,295,0.9941666666666666,0.5327102803738317,0.9941666666666666,0.500250951886466
296,296,0.9983333333333333,0.4929906542056075,0.9983333333333333,0.4753926531671859
297,297,0.9983333333333333,0.49065420560747663,0.9983333333333333,0.47960258740048456
298,298,0.9983333333333333,0.5116822429906542,0.9983333333333333,0.4987322602976808
299,299,0.9891666666666666,0.4976635514018692,0.9891666666666666,0.5103831343025268
