,epoch,train_accuracy,val_accuracy,train_uar,val_uar
0,0,0.47833333333333333,0.31542056074766356,0.4783333333333333,0.43935942367601244
1,1,0.5116666666666667,0.38317757009345793,0.5116666666666667,0.4905341381100727
2,2,0.5358333333333334,0.37149532710280375,0.5358333333333334,0.44534440983039114
3,3,0.5383333333333333,0.35514018691588783,0.5383333333333333,0.46275636033229495
4,4,0.5575,0.39953271028037385,0.5575,0.4510405849775008
5,5,0.5716666666666667,0.39485981308411217,0.5716666666666667,0.4629294305988231
6,6,0.5766666666666667,0.4976635514018692,0.5766666666666667,0.546869591554171
7,7,0.5966666666666667,0.5070093457943925,0.5966666666666667,0.5471335237106265
8,8,0.6166666666666667,0.5,0.6166666666666667,0.5444174022152994
9,9,0.6225,0.5023364485981309,0.6224999999999999,0.5451767480096918
10,10,0.6291666666666667,0.5210280373831776,0.6291666666666667,0.5571196780893043
11,11,0.6533333333333333,0.544392523364486,0.6533333333333333,0.5466381100726895
12,12,0.6658333333333334,0.5841121495327103,0.6658333333333333,0.5489669868466598
13,13,0.6808333333333333,0.4953271028037383,0.6808333333333334,0.5292586102457598
14,14,0.6691666666666667,0.5467289719626168,0.6691666666666667,0.5223282277604707
15,15,0.685,0.514018691588785,0.685,0.4059871495327102
16,16,0.665,0.5163551401869159,0.665,0.4271352544132918
17,17,0.705,0.6191588785046729,0.7050000000000001,0.6139224212530288
18,18,0.7125,0.5981308411214953,0.7124999999999999,0.55658748701973
19,19,0.7491666666666666,0.48364485981308414,0.7491666666666666,0.5246776566285911
20,20,0.7308333333333333,0.5023364485981309,0.7308333333333334,0.5412242557978539
21,21,0.76,0.5420560747663551,0.76,0.42470794392523364
22,22,0.7808333333333334,0.6098130841121495,0.7808333333333333,0.5943254586362063
23,23,0.7975,0.6144859813084113,0.7975000000000001,0.5560044565593631
24,24,0.8175,0.6051401869158879,0.8174999999999999,0.5596573208722742
25,25,0.8191666666666667,0.5700934579439252,0.8191666666666666,0.4783932589131187
26,26,0.8225,0.5700934579439252,0.8225,0.5059363101419176
27,27,0.8433333333333334,0.6191588785046729,0.8433333333333334,0.5536355572862581
28,28,0.8625,0.5467289719626168,0.8625,0.5861814209068881
29,29,0.8583333333333333,0.5186915887850467,0.8583333333333334,0.5897737106265143
30,30,0.8633333333333333,0.5257009345794392,0.8633333333333333,0.49170885254413293
31,31,0.8833333333333333,0.5350467289719626,0.8833333333333333,0.515434622706819
32,32,0.8933333333333333,0.5794392523364486,0.8933333333333333,0.5154595015576324
33,33,0.9075,0.5771028037383178,0.9075,0.6084360938040845
34,34,0.9216666666666666,0.602803738317757,0.9216666666666666,0.5735613534094842
35,35,0.9233333333333333,0.5560747663551402,0.9233333333333333,0.5042477933541017
36,36,0.9233333333333333,0.5747663551401869,0.9233333333333333,0.5781152647975077
37,37,0.9416666666666667,0.5560747663551402,0.9416666666666667,0.5767739702319141
38,38,0.9416666666666667,0.5607476635514018,0.9416666666666667,0.5560055382485289
39,39,0.9475,0.4532710280373832,0.9475,0.4839477327795085
40,40,0.9366666666666666,0.5630841121495327,0.9366666666666666,0.5603312132225684
41,41,0.9483333333333334,0.544392523364486,0.9483333333333334,0.5127509518864659
42,42,0.9475,0.572429906542056,0.9475,0.5717246452059536
43,43,0.9541666666666667,0.5490654205607477,0.9541666666666667,0.4428500346140533
44,44,0.9575,0.5630841121495327,0.9575000000000001,0.5824993509865005
45,45,0.9541666666666667,0.572429906542056,0.9541666666666667,0.5038929993077189
46,46,0.9608333333333333,0.5981308411214953,0.9608333333333333,0.5388607649705781
47,47,0.97,0.5584112149532711,0.97,0.5022910176531672
48,48,0.9733333333333334,0.5864485981308412,0.9733333333333334,0.5605626947040498
49,49,0.9783333333333334,0.5210280373831776,0.9783333333333333,0.49758566978193147
50,50,0.9758333333333333,0.5210280373831776,0.9758333333333333,0.48771850121149185
51,51,0.9725,0.572429906542056,0.9724999999999999,0.5360289027345102
52,52,0.9608333333333333,0.5397196261682243,0.9608333333333334,0.5427494375216337
53,53,0.9658333333333333,0.5747663551401869,0.9658333333333334,0.5333993163724472
54,54,0.9833333333333333,0.5093457943925234,0.9833333333333334,0.5341024143302181
55,55,0.9858333333333333,0.5957943925233645,0.9858333333333333,0.5274100034614053
56,56,0.9875,0.5747663551401869,0.9875,0.43049822602976806
57,57,0.97,0.48130841121495327,0.97,0.5424000519210799
58,58,0.9866666666666667,0.6074766355140186,0.9866666666666667,0.4652528989269643
59,59,0.9866666666666667,0.5700934579439252,0.9866666666666667,0.47603193146417444
60,60,0.9866666666666667,0.5794392523364486,0.9866666666666667,0.5651198511595708
61,61,0.9925,0.572429906542056,0.9925,0.5343079352717204
62,62,0.9916666666666667,0.5560747663551402,0.9916666666666667,0.5205488490827276
63,63,0.9925,0.5607476635514018,0.9924999999999999,0.4923621928002769
64,64,0.9858333333333333,0.5934579439252337,0.9858333333333333,0.465930036344756
65,65,0.9783333333333334,0.5163551401869159,0.9783333333333334,0.5169543959847698
66,66,0.9858333333333333,0.544392523364486,0.9858333333333333,0.5125735548632745
67,67,0.9933333333333333,0.5700934579439252,0.9933333333333334,0.5117233471789546
68,68,0.9933333333333333,0.5747663551401869,0.9933333333333334,0.5115210713049498
69,69,0.985,0.48364485981308414,0.9849999999999999,0.52899575977847
70,70,0.9841666666666666,0.4439252336448598,0.9841666666666666,0.5451745846313604
71,71,0.99,0.5280373831775701,0.99,0.46984358774662516
